movieCd,title,openDt,ott_release_dt,ott_release_platform,budget,genre,watch_grade_nm,show_tm,is_original_ip,is_followup,nation_nm,distributor_nm,director_nm,director_nm_star_meter,actor1_nm,actor1_nm_star_meter,actor2_nm,actor2_nm_star_meter,actor3_nm,actor3_nm_star_meter,Unnamed: 21,director_score,actor1_score,actor2_score,actor3_score,Anchor_score,Support_score,Star_index,open_year,gamma,genre_en,Genre,TFS,ONS,TFS_norm,ONS_norm,cannibalization_coef
20247074,건국전쟁,2024-02-01,20241016,Tving,250000000,다큐멘터리,12,108,0,0,한국,다큐스토리,김덕영,,na,,na,,na,,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,2024,0.8926335113265869,Documentary,Documentary,2.7,7.4,0.27,0.74,0.5306769258261091
20225969,늘봄가든,2024-08-21,20241030,Wavve,3500000000,공포(호러),15,90,1,0,한국,(주)바이어스이엔티,구태진,340912,조윤희,51531,김주령,20549,허동원,67537,,2.166327716,2.986901434,3.386179312,2.869428239,3.386179312,2.67421913,12.44156481,2024,0.8926335113265869,Horror,Horror,7.2,6.8,0.72,0.6799999999999999,0.19652844111840798
20233038,리볼버,2024-08-07,20250115,Coupang play,8000000000,범죄,15,114,0,0,한국,(주)사나이픽처스,오승욱,84046,전도연,10911,지창욱,3389,임지연,8744,,2.774452955,3.661105449,4.168898435,3.757259855,4.168898435,3.397606086,18.33317313,2024,0.8926335113265869,Thriller,Thriller,4.9,9.6,0.49000000000000005,0.96,0.4176229373766168
20240479,타로,2024-06-14,20241010,Netflix,10400000000,공포,19,94,1,0,한국,영화사 우상,최병길,479888,조여정,9765,김진영,52750,고규필,38498,,2.017830114,3.709297757,2.97674754,3.113531836,3.709297757,2.702703164,13.73442854,2024,0.8926335113265869,Drama,Drama,4.7,9.4,0.47000000000000003,0.9400000000000001,0.429571732903799
20191143,원더랜드,2024-06-05,20240815,Netflix,10000000000,드라마,12,113,0,0,한국,(주)영화사봄,김태용,57643,탕웨이,9753,배수지,5438,박보검,5058,,2.938223429,3.70983178,3.963530801,3.994991179,3.994991179,3.537195337,18.12605535,2024,0.8926335113265869,Drama,Drama,4.7,9.4,0.47000000000000003,0.9400000000000001,0.429571732903799
20234675,파묘,2024-02-22,20240422,Netflix,14000000000,공포,15,134,0,0,한국,(주)쇼박스,장재현,23894,최민식,7420,김고은,1517376,유해진,36281,,3.320681145,3.828566099,1.517876794,3.139290755,3.828566099,2.659282898,14.00980645,2024,0.8926335113265869,Drama,Drama,4.7,9.4,0.47000000000000003,0.9400000000000001,0.429571732903799
20235253,외계+인 2부,2024-01-10,20250111,Netflix,37000000000,판타지,12,122,0,1,한국,(주)케이퍼필름,최동훈,54108,류준열,22119,김태리,7298,김우빈,13281,,2.965708523,3.354204516,3.835766145,3.575739228,3.835766145,3.298550755,16.48823546,2024,0.8926335113265869,Fantasy,Fantasy,8.3,8.4,0.8300000000000001,0.8400000000000001,0.13068472870288686
20228797,범죄도시4,2024-04-24,20240923,Disney+,15300000000,범죄,15,109,0,1,한국,주식회사 빅펀치픽쳐스,허명행,56105,김무열,22603,박지환,60937,이동휘,29794,,2.949968438,3.344803919,2.914088935,3.224841191,3.344803919,3.029632854,13.47833176,2024,0.8926335113265869,Thriller,Thriller,4.9,9.6,0.49000000000000005,0.96,0.4176229373766168
20235353,길위에 김대중,2024-01-10,20240320,Wavve,430000000,다큐멘터리,12,126,0,0,한국,(주)명필름,민환기,,김대중,,김도영,,김재록,,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,2024,0.8926335113265869,Documentary,Documentary,2.7,7.4,0.27,0.74,0.5306769258261091
20236230,씬,2024-04-03,20240621,Neflix,1200000000,공포,15,103,1,0,한국,(주)도어이앤엠,한동석,"48,883",김윤혜,10315,송이재,247691,박지훈,99496,,3.009812153,3.685500772,2.305059778,2.701164383,3.685500772,2.672012105,13.53320345,2024,0.8926335113265869,Drama,Drama,4.7,9.4,0.47000000000000003,0.9400000000000001,0.429571732903799
20212668,도그데이즈,2024-02-07,20250110,Netflix,8200000000,드라마,12,120,1,0,한국,(주)씨제이이엔엠,김덕민,"524,711",윤여정,"136,921",유해진,"36,281",김윤진,"5,301",,1.979049836,2.562499942,3.139290755,3.9746122,3.9746122,2.560280178,14.15073303,2024,0.8926335113265869,Drama,Drama,4.7,9.4,0.47000000000000003,0.9400000000000001,0.429571732903799
20206946,시민덕희,2024-01-24,20240523,Netflix,6500000000,액션,15,114,0,0,한국,(주)씨제스스튜디오,박영주,204354,라미란,"47,117",공명,"26,812",염혜란,"26,442",,2.388586861,3.025792374,3.270640794,3.276675703,3.276675703,2.895006676,12.76267374,2024,0.8926335113265869,Action,Action,8.4,4.2,0.8400000000000001,0.42000000000000004,0.09492190013202012
20211477,데드맨,2024-02-07,20240411,Wavve,7500000000,범죄,15,108,0,0,한국,(주)팔레트픽처스,하준원,"706,728",조진웅,"28,325",김희애,"39,354",이수경,"144,294",,1.849717706,3.246800086,3.103981123,2.539721732,3.246800086,2.497806854,11.35667959,2024,0.8926335113265869,Thriller,Thriller,4.9,9.6,0.49000000000000005,0.96,0.4176229373766168
