movieCd,title,openDt,ott_release_dt,ott_release_platform,budget,genre,watch_grade_nm,show_tm,is_original_ip,is_followup,nation_nm,distributor_nm,director_nm,director_nm_star_meter,actor1_nm,actor1_nm_star_meter,actor2_nm,actor2_nm_star_meter,actor3_nm,actor3_nm_star_meter,Unnamed: 21,director_score,actor1_score,actor2_score,actor3_score,Anchor_score,Support_score,Star_index,open_year,gamma,genre_en,Genre,TFS,ONS,TFS_norm,ONS_norm,cannibalization_coef
20233218,6시간 후 너는 죽는다,2024-10-16,20250222,Netflix,3000000000,스릴러,15,91,1,0,한국,(주)미스터리픽처스,이윤석,5215413,박주현,16599,정재현,52130,곽시양,47029,,0.9816812991,3.478888079,2.981882279,3.02660426,3.478888079,2.330055946,11.58489194,2024,0.8926335113265869,Thriller,Thriller,4.9,9.6,0.49000000000000005,0.96,0.4176229373766168
20231415,소풍,2024-02-07,20240521,Netflix,1500000000,드라마,12,114,0,0,한국,(주)로케트필름,김용균,356867,나문희,99975,김영옥,33105,박근형,8419663,,2.146463614,2.699078592,3.179076412,0.7736752953,3.179076412,1.8730725,9.133717016,2024,0.8926335113265869,Drama,Drama,4.7,9.4,0.47000000000000003,0.9400000000000001,0.429571732903799
20233261,청설,2024-11-06,20250303,Coupang play,2500000000,드라마,0,109,1,0,한국,(주)무비락,조선호,306585,홍경,13986,노윤서,34728,김민주,98410,,2.212419102,3.55327648,3.158290232,2.705930773,3.55327648,2.692213369,13.11945492,2024,0.8926335113265869,Drama,Drama,4.7,9.4,0.47000000000000003,0.9400000000000001,0.429571732903799
20247430,퍼스트레이디,2024-12-12,20250305,Wavve,100000000,다큐멘터리,12,105,0,0,한국,서울의소리,아에몽,,na,,na,,na,,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,2024,0.8926335113265869,Documentary,Documentary,2.7,7.4,0.27,0.74,0.5306769258261091
20247574,아메바 소녀들과 학교괴담: 개교기념일,2024-11-06,20250225,Netflix,1000000000,코미디,15,90,0,0,한국,(주)26컴퍼니,김민하,324340,김도연,142966,손주연,339303,강신희,1351447,,2.187969492,2.543737238,2.168382305,1.568170986,2.543737238,1.974840928,7.567213644,2024,0.8926335113265869,Comedy,Comedy,4.4,5.8,0.44000000000000006,0.58,0.36966063924652914
20233057,아마존 활명수,2024-10-30,20250130,Netflix,4000000000,코미디,12,113,0,0,한국,(주)로드픽쳐스,김창주,255262,류승룡,35699,진선규,19966,염혜란,22124,,2.291983837,3.146313954,3.398678938,3.354106355,3.398678938,2.930801382,13.35953186,2024,0.8926335113265869,Comedy,Comedy,4.4,5.8,0.44000000000000006,0.58,0.36966063924652914
20240925,"안녕, 할부지",2024-09-04,20241013,Netflix,100000000,다큐멘터리,0,95,0,0,한국,(주)에이컴즈,토마스 고,,푸바오,,아이바오,,러바오,,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,2024,0.8926335113265869,Documentary,Documentary,2.7,7.4,0.27,0.74,0.5306769258261091
20225184,히든페이스,2024-11-20,20250110,Coupang play,3000000000,스릴러,19,115,1,0,한국,(주)스튜디오앤뉴,김대우,55397,송승헌,15979,조여정,9909,박지현,19553,,2.955483758,3.495420408,3.702940176,3.407756604,3.702940176,3.286220257,15.87161719,2024,0.8926335113265869,Thriller,Thriller,4.9,9.6,0.49000000000000005,0.96,0.4176229373766168
20235994,원정빌라,2024-12-04,20251231,Wavve,200000000,공포(호러),15,86,0,0,한국,(주)케이드래곤,김선국,1709727,이현우,39098,문정희,37067,방민아,940622,,1.466043234,3.106815462,3.129982566,1.725554872,3.129982566,2.099471189,9.701290788,2024,0.8926335113265869,Horror,Horror,7.2,6.8,0.72,0.6799999999999999,0.19652844111840798
20236319,하와이 연가,2024-10-30,20250203,Watcha,200000000,드라마,0,62,0,0,한국,나우 프로덕션,이진영,1177952,리처드 용재 오닐,7780034,김지연,613021,케올라 비머,5739845,,1.62784241,0.8079885094,1.911494652,0.9400698396,1.911494652,1.125300253,4.062500068,2024,0.8926335113265869,Drama,Drama,4.7,9.4,0.47000000000000003,0.9400000000000001,0.429571732903799
20224666,파일럿,2024-07-31,20241128,Netfliex,6000000000,코미디,12,111,1,0,한국,쇼트케이크(주),김한결,403830,조정석,13031,이주명,27798,한선화,15123,,2.092771425,3.58399226,3.254956454,3.519332052,3.58399226,2.955686644,14.17715031,2024,0.8926335113265869,Comedy,Comedy,4.4,5.8,0.44000000000000006,0.58,0.36966063924652914
20232949,대도시의 사랑법,2024-10-01,20241221,Tving,5250000000,드라마,15,118,1,0,한국,(주)쇼박스,이언희,106926,김고은,2191941,노상현,16303,정휘,385778,,2.669886684,1.358141144,3.486702476,2.112632547,3.486702476,2.046886792,10.62358772,2024,0.8926335113265869,Drama,Drama,4.7,9.4,0.47000000000000003,0.9400000000000001,0.429571732903799
20226545,한국이 싫어서,2024-08-28,20241128,Netfliex,400000000,드라마,12,107,1,0,한국,(주)모쿠슈라,장건재,199672,고아성,20710,김우겸,310079,주종혁,54064,,2.398652836,3.382789905,2.20749765,2.96606183,3.382789905,2.524070772,11.92119103,2024,0.8926335113265869,Drama,Drama,4.7,9.4,0.47000000000000003,0.9400000000000001,0.429571732903799
20203557,그녀가 죽었다,2024-05-15,20241212,Netfliex,4000000000,미스터리,15,103,0,0,한국,엔진 필름,김세휘,210934,변요한,19574,신혜선,6830,이엘,33642,,2.374823416,3.40729042,3.864549301,3.172088198,3.864549301,2.984734011,15.39920104,2024,0.8926335113265869,Drama,Drama,4.7,9.4,0.47000000000000003,0.9400000000000001,0.429571732903799
20242794,임영웅│아임 히어로 더 스타디움,2024-08-28,20250618,Netfliex,250000000,공연,0,108,0,0,한국,(주)씨제이이엔엠,조우영,,임영웅,,na,,na,,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,2024,0.8926335113265869,Drama,Drama,4.7,9.4,0.47000000000000003,0.9400000000000001,0.429571732903799
20229365,필사의 추격,2024-08-21,20240910,Watcha,6000000000,코미디,15,109,0,0,한국,(주)콘텐츠지,김재훈,288847,박성웅,22363,곽시양,60748,윤경호,47323,,2.238302143,3.349439941,2.91543802,3.023897736,3.349439941,2.7258793,12.47960894,2024,0.8926335113265869,Comedy,Comedy,4.4,5.8,0.44000000000000006,0.58,0.36966063924652914
