rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,year
8,8,-5,OLD,20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009-12-24,11110526,0.6,-228302510,-95.4,4244539264,1236,-24153,-95.1,554829,214,242,20230612,2023
9,9,1,OLD,20226270,스즈메의 문단속,2023-03-08,6703009,0.4,-22418824,-77.0,56713989997,650,-2236,-77.5,5530937,71,81,20230612,2023
10,10,2,OLD,20231959,부기맨,2023-06-06,6790952,0.4,-11891098,-63.6,117333272,636,-1059,-62.5,10976,143,188,20230612,2023
1,1,0,OLD,20226411,범죄도시3,2023-05-31,4901995734,70.8,-958558599,-16.4,77064301585,481438,-92624,-16.1,7782660,2147,11885,20230611,2023
2,2,0,OLD,20232025,트랜스포머: 비스트의 서막,2023-06-06,1148282392,16.6,-150654272,-11.6,5824005044,111126,-13235,-10.6,569478,1071,4318,20230611,2023
3,3,0,OLD,20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009-12-24,239413036,3.5,-96087581,-28.6,4233428738,25389,-9942,-28.1,553593,529,833,20230611,2023
4,4,0,OLD,20231496,가디언즈 오브 갤럭시: Volume 3,2023-05-03,167820637,2.4,-27072155,-13.9,43803576255,15823,-2540,-13.8,4155203,401,624,20230611,2023
5,5,0,OLD,20231839,인어공주,2023-05-24,112894655,1.6,5762292,5.4,6503598778,10999,711,6.9,631439,272,349,20230611,2023
6,6,0,OLD,20231592,분노의 질주: 라이드 오어 다이,2023-05-17,59116569,0.9,-10775482,-15.4,18341517407,5775,-1131,-16.4,1759976,244,297,20230611,2023
7,7,0,OLD,20227890,슈퍼 마리오 브라더스,2023-04-26,56514848,0.8,7451832,15.2,23494358688,5706,726,14.6,2387766,176,201,20230611,2023
8,8,0,OLD,20231677,남은 인생 10년,2023-05-24,41558900,0.6,-3256000,-7.3,1232266100,3768,-276,-6.8,113971,84,143,20230611,2023
9,9,0,OLD,20231348,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,2023-05-04,35289989,0.5,-866288,-2.4,7213704222,3413,-109,-3.1,727223,139,157,20230611,2023
10,10,0,OLD,20226270,스즈메의 문단속,2023-03-08,29121833,0.4,-3007794,-9.4,56707286988,2886,-288,-9.1,5530287,91,102,20230611,2023
1,1,0,OLD,20226411,범죄도시3,2023-05-31,5860554333,71.4,3177485764,118.4,72162305851,574062,306496,114.5,7301222,2167,12385,20230610,2023
2,2,0,OLD,20232025,트랜스포머: 비스트의 서막,2023-06-06,1298936664,15.8,780913460,150.7,4675722652,124361,74263,148.2,458352,1088,4503,20230610,2023
3,3,5,OLD,20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009-12-24,335500617,4.1,323386017,2669.4,3994015702,35331,34034,2624.1,528204,549,840,20230610,2023
4,4,-1,OLD,20231496,가디언즈 오브 갤럭시: Volume 3,2023-05-03,194892792,2.4,104146548,114.8,43635755618,18363,9717,112.4,4139380,400,603,20230610,2023
5,5,0,OLD,20231839,인어공주,2023-05-24,107132363,1.3,80056074,295.7,6390704123,10288,7752,305.7,620440,269,346,20230610,2023
6,6,-2,OLD,20231592,분노의 질주: 라이드 오어 다이,2023-05-17,69892051,0.9,23552160,50.8,18282400838,6906,2200,46.7,1754201,244,307,20230610,2023
7,7,9,OLD,20227890,슈퍼 마리오 브라더스,2023-04-26,49063016,0.6,45220916,1177.0,23437843840,4980,4539,1029.3,2382060,174,206,20230610,2023
8,8,-2,OLD,20231677,남은 인생 10년,2023-05-24,44814900,0.5,21104800,89.0,1190707200,4044,1912,89.7,110203,85,144,20230610,2023
9,9,6,OLD,20231348,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,2023-05-04,36156277,0.4,31345273,651.5,7178414233,3522,3041,632.2,723810,145,159,20230610,2023
10,10,0,OLD,20226270,스즈메의 문단속,2023-03-08,32129627,0.4,24039897,297.2,56678165155,3174,2427,324.9,5527401,90,103,20230610,2023
1,1,0,OLD,20226411,범죄도시3,2023-05-31,2683068569,76.3,828163008,44.6,66301751518,267566,75624,39.4,6727160,2121,11882,20230609,2023
2,2,0,OLD,20232025,트랜스포머: 비스트의 서막,2023-06-06,518023204,14.7,195807261,60.8,3376785988,50098,17811,55.2,333991,1123,4353,20230609,2023
3,3,1,OLD,20231496,가디언즈 오브 갤럭시: Volume 3,2023-05-03,90746244,2.6,29576335,48.4,43440862826,8646,2605,43.1,4121017,423,658,20230609,2023
4,4,1,OLD,20231592,분노의 질주: 라이드 오어 다이,2023-05-17,46339891,1.3,11870123,34.4,18212508787,4706,1096,30.4,1747295,305,428,20230609,2023
5,5,1,OLD,20231839,인어공주,2023-05-24,27076289,0.8,3840389,16.5,6283571760,2536,50,2.0,610152,184,230,20230609,2023
6,6,1,OLD,20231677,남은 인생 10년,2023-05-24,23710100,0.7,9100000,62.3,1145892300,2132,740,53.2,106159,74,129,20230609,2023
7,7,3,OLD,20231959,부기맨,2023-06-06,14182501,0.4,4185090,41.9,68411671,1330,368,38.3,6507,190,257,20230609,2023
8,8,1,OLD,20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009-12-24,12114600,0.3,3013916,33.1,3658515085,1297,274,26.8,492873,226,252,20230609,2023
9,9,3,OLD,20231523,그 여름,2023-06-07,7775300,0.2,1401873,22.0,35063882,764,32,4.4,3822,88,106,20230609,2023
10,10,1,OLD,20226270,스즈메의 문단속,2023-03-08,8089730,0.2,-221823,-2.7,56646035528,747,-95,-11.3,5524227,72,79,20230609,2023
1,1,0,OLD,20226411,범죄도시3,2023-05-31,1854905561,74.9,-216243741,-10.4,63618682949,191942,-22625,-10.5,6459594,2109,11225,20230608,2023
2,2,0,OLD,20232025,트랜스포머: 비스트의 서막,2023-06-06,322215943,13.0,-57011535,-15.0,2858762784,32287,-6213,-16.1,283893,1091,4088,20230608,2023
3,3,0,NEW,20211937,귀공자,2023-06-21,43275000,1.7,43275000,100.0,43275000,8655,8655,100.0,8655,35,39,20230608,2023
4,4,-1,OLD,20231496,가디언즈 오브 갤럭시: Volume 3,2023-05-03,61169909,2.5,4343716,7.6,43350116582,6041,367,6.5,4112371,420,632,20230608,2023
5,5,-1,OLD,20231592,분노의 질주: 라이드 오어 다이,2023-05-17,34469768,1.4,2577705,8.1,18166168896,3610,300,9.1,1742589,313,424,20230608,2023
6,6,-1,OLD,20231839,인어공주,2023-05-24,23235900,0.9,-1943019,-7.7,6256495471,2486,-221,-8.2,607616,180,222,20230608,2023
7,7,-1,OLD,20231677,남은 인생 10년,2023-05-24,14610100,0.6,335200,2.3,1122182200,1392,61,4.6,104027,61,106,20230608,2023
8,8,20,OLD,20228930,엘리멘탈,2023-06-14,9436000,0.4,7213000,324.5,19137000,1044,797,322.7,2113,4,4,20230608,2023
9,9,-1,OLD,20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009-12-24,9100684,0.4,-834565,-8.4,3646400485,1023,-85,-7.7,491576,190,206,20230608,2023
10,10,-1,OLD,20231959,부기맨,2023-06-06,9997411,0.4,-276366,-2.7,54229170,962,-21,-2.1,5177,176,244,20230608,2023
1,1,0,OLD,20226411,범죄도시3,2023-05-31,2071149302,76.7,-6373622648,-75.5,61763777388,214567,-628032,-74.5,6267652,2097,11331,20230607,2023
2,2,0,OLD,20232025,트랜스포머: 비스트의 서막,2023-06-06,379227478,14.0,-1750992885,-82.2,2536546841,38500,-173006,-81.8,251606,1107,4258,20230607,2023
3,3,1,OLD,20231496,가디언즈 오브 갤럭시: Volume 3,2023-05-03,56826193,2.1,-216645406,-79.2,43288946673,5674,-20718,-78.5,4106330,419,632,20230607,2023
4,4,3,OLD,20231592,분노의 질주: 라이드 오어 다이,2023-05-17,31892063,1.2,-88530340,-73.5,18131699128,3310,-8736,-72.5,1738979,305,427,20230607,2023
5,5,0,OLD,20231839,인어공주,2023-05-24,25178919,0.9,-154582544,-86.0,6233259571,2707,-15350,-85.0,605130,177,217,20230607,2023
6,6,3,OLD,20231677,남은 인생 10년,2023-05-24,14274900,0.5,-47534200,-76.9,1107572100,1331,-4396,-76.8,102635,59,106,20230607,2023
7,7,45,OLD,20231523,그 여름,2023-06-07,10475155,0.4,10158155,3204.5,20915155,1206,1176,3920.0,2326,89,113,20230607,2023
8,8,-5,OLD,20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009-12-24,9935249,0.4,-361412141,-97.3,3637299801,1108,-39067,-97.2,490553,219,237,20230607,2023
9,9,3,OLD,20231959,부기맨,2023-06-06,10273777,0.4,-21938205,-68.1,44231759,983,-2055,-67.6,4215,168,238,20230607,2023
10,10,-4,OLD,20227890,슈퍼 마리오 브라더스,2023-04-26,5803578,0.2,-115794279,-95.2,23380638750,683,-11902,-94.6,2376136,44,44,20230607,2023
1,1,0,OLD,20226411,범죄도시3,2023-05-31,8444771950,70.5,1811404940,27.3,59692628086,842599,144336,20.7,6053085,2217,12266,20230606,2023
2,2,10,OLD,20232025,트랜스포머: 비스트의 서막,2023-06-06,2130220363,17.8,2114977363,13875.1,2157319363,211506,210530,21570.7,213106,1096,4326,20230606,2023
3,3,1,OLD,20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009-12-24,371347390,3.1,180873404,95.0,3627364552,40175,18254,83.3,489445,487,738,20230606,2023
4,4,-2,OLD,20231496,가디언즈 오브 갤럭시: Volume 3,2023-05-03,273471599,2.3,-49668389,-15.4,43232120480,26392,-7228,-21.5,4100656,404,585,20230606,2023
5,5,-2,OLD,20231839,인어공주,2023-05-24,179761463,1.5,-32085784,-15.1,6208080652,18057,-4688,-20.6,602423,274,332,20230606,2023
6,6,0,OLD,20227890,슈퍼 마리오 브라더스,2023-04-26,121597857,1.0,35696819,41.6,23374835172,12585,3188,33.9,2375453,176,218,20230606,2023
7,7,-2,OLD,20231592,분노의 질주: 라이드 오어 다이,2023-05-17,120422403,1.0,-78241567,-39.4,18099807065,12046,-8906,-42.5,1735669,294,401,20230606,2023
8,8,0,OLD,20231348,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,2023-05-04,75737312,0.6,24345296,47.4,7129662244,7650,2200,40.4,719003,150,161,20230606,2023
9,9,-2,OLD,20231677,남은 인생 10년,2023-05-24,61809100,0.5,-12035000,-16.3,1093297200,5727,-1294,-18.4,101304,62,97,20230606,2023
10,10,0,OLD,19960041,아기공룡 둘리-얼음별 대모험,1996-07-24,47383966,0.4,18897739,66.3,895049192,5025,1806,56.1,93729,127,139,20230606,2023
1,1,0,OLD,20226411,범죄도시3,2023-05-31,6633367010,83.8,-4282077904,-39.2,51247856136,698263,-373890,-34.9,5210486,2430,14103,20230605,2023
2,2,0,OLD,20231496,가디언즈 오브 갤럭시: Volume 3,2023-05-03,323139988,4.1,-44144490,-12.0,42958648881,33620,-1493,-4.3,4074264,625,1302,20230605,2023
3,3,1,OLD,20231839,인어공주,2023-05-24,211847247,2.7,-61811909,-22.6,6028319189,22745,-4483,-16.5,584366,566,963,20230605,2023
4,4,-1,OLD,20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009-12-24,190473986,2.4,-119855584,-38.6,3256017162,21921,-11146,-33.7,449270,519,832,20230605,2023
5,5,0,OLD,20231592,분노의 질주: 라이드 오어 다이,2023-05-17,198663970,2.5,-62758333,-24.0,17979384662,20952,-4673,-18.2,1723623,622,1255,20230605,2023
6,6,0,OLD,20227890,슈퍼 마리오 브라더스,2023-04-26,85901038,1.1,-37223255,-30.2,23253237315,9397,-3013,-24.3,2362868,230,312,20230605,2023
7,7,0,OLD,20231677,남은 인생 10년,2023-05-24,73844100,0.9,-32485400,-30.6,1031488100,7021,-1951,-21.7,95577,97,175,20230605,2023
8,8,0,OLD,20231348,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,2023-05-04,51392016,0.6,-29998824,-36.9,7053924932,5450,-2551,-31.9,711353,196,233,20230605,2023
9,9,1,OLD,20226270,스즈메의 문단속,2023-03-08,37891392,0.5,-10465385,-21.6,56586323448,3988,-769,-16.2,5518449,141,163,20230605,2023
10,10,-1,OLD,19960041,아기공룡 둘리-얼음별 대모험,1996-07-24,28486227,0.4,-21574909,-43.1,847665226,3219,-1998,-38.3,88704,160,183,20230605,2023
1,1,0,OLD,20226411,범죄도시3,2023-05-31,10915444914,86.5,-964015607,-8.1,44614489126,1072153,-90411,-7.8,4512223,2566,14500,20230604,2023
2,2,0,OLD,20231496,가디언즈 오브 갤럭시: Volume 3,2023-05-03,367284478,2.9,-16081789,-4.2,42635508893,35113,-1506,-4.1,4040644,617,1181,20230604,2023
3,3,0,OLD,20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009-12-24,310329570,2.5,-12071709,-3.7,3065543176,33067,-1326,-3.9,427349,578,990,20230604,2023
4,4,0,OLD,20231839,인어공주,2023-05-24,273659156,2.2,4319150,1.6,5816471942,27228,766,2.9,561621,597,918,20230604,2023
5,5,0,OLD,20231592,분노의 질주: 라이드 오어 다이,2023-05-17,261422303,2.1,-8668095,-3.2,17780720692,25625,-623,-2.4,1702671,625,1184,20230604,2023
6,6,0,OLD,20227890,슈퍼 마리오 브라더스,2023-04-26,123124293,1.0,21278808,20.9,23167336277,12410,2190,21.4,2353471,302,402,20230604,2023
7,7,0,OLD,20231677,남은 인생 10년,2023-05-24,106329500,0.8,37825300,55.2,957644000,8972,2744,44.1,88556,98,168,20230604,2023
8,8,0,OLD,20231348,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,2023-05-04,81390840,0.6,17778815,27.9,7002532916,8001,1780,28.6,705903,236,277,20230604,2023
9,9,0,OLD,19960041,아기공룡 둘리-얼음별 대모험,1996-07-24,50061136,0.4,1661073,3.4,819178999,5217,73,1.4,85485,191,221,20230604,2023
10,10,0,OLD,20226270,스즈메의 문단속,2023-03-08,48356777,0.4,4410125,10.0,56548432056,4757,467,10.9,5514461,155,178,20230604,2023
1,1,0,OLD,20226411,범죄도시3,2023-05-31,11879460521,87.7,5984267860,101.5,33699044212,1162564,580146,99.6,3440070,2582,14702,20230603,2023
2,2,0,OLD,20231496,가디언즈 오브 갤럭시: Volume 3,2023-05-03,383366267,2.8,185644920,93.9,42268224415,36619,17259,89.1,4005531,622,1168,20230603,2023
3,3,2,OLD,20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009-12-24,322401279,2.4,281340947,685.2,2755213606,34393,30024,687.2,394282,587,1016,20230603,2023
4,4,0,OLD,20231839,인어공주,2023-05-24,269340006,2.0,153480196,132.5,5542812786,26462,14666,124.3,534393,597,921,20230603,2023
5,5,-2,OLD,20231592,분노의 질주: 라이드 오어 다이,2023-05-17,270090398,2.0,122566039,83.1,17519298389,26248,11443,77.3,1677046,636,1211,20230603,2023
6,6,4,OLD,20227890,슈퍼 마리오 브라더스,2023-04-26,101845485,0.8,91633578,897.3,23044211984,10220,9074,791.8,2341061,297,385,20230603,2023
7,7,-1,OLD,20231677,남은 인생 10년,2023-05-24,68504200,0.5,29271700,74.6,851314500,6228,2718,77.4,79584,88,166,20230603,2023
8,8,1,OLD,20231348,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,2023-05-04,63612025,0.5,50185874,373.8,6921142076,6221,4888,366.7,697902,227,258,20230603,2023
9,9,3,OLD,19960041,아기공룡 둘리-얼음별 대모험,1996-07-24,48400063,0.4,41656069,617.7,769117863,5144,4311,517.5,80268,189,216,20230603,2023
10,10,-3,OLD,20226270,스즈메의 문단속,2023-03-08,43946652,0.3,26504267,152.0,56500075279,4290,2528,143.5,5509704,145,170,20230603,2023
1,1,0,OLD,20226411,범죄도시3,2023-05-31,5895192661,89.6,1327194987,29.1,21819583691,582418,111508,23.7,2277506,2352,13369,20230602,2023
2,2,0,OLD,20231496,가디언즈 오브 갤럭시: Volume 3,2023-05-03,197721347,3.0,69149224,53.8,41884858148,19360,6260,47.8,3968912,624,1369,20230602,2023
3,3,0,OLD,20231592,분노의 질주: 라이드 오어 다이,2023-05-17,147524359,2.2,40639487,38.0,17249207991,14805,3745,33.9,1650798,675,1573,20230602,2023
4,4,0,OLD,20231839,인어공주,2023-05-24,115859810,1.8,36898351,46.7,5273472780,11796,3616,44.2,507931,594,1097,20230602,2023
5,5,0,OLD,20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009-12-24,41060332,0.6,2825200,7.4,2432812327,4369,136,3.2,359889,446,600,20230602,2023
6,6,0,OLD,20231677,남은 인생 10년,2023-05-24,39232500,0.6,8435600,27.4,782810300,3510,688,24.4,73356,96,184,20230602,2023
7,7,2,OLD,20226270,스즈메의 문단속,2023-03-08,17442385,0.3,1733578,11.0,56456128627,1762,202,12.9,5505414,118,130,20230602,2023
8,8,-1,OLD,20231603,라이드 온,2023-05-31,12184128,0.2,-4344072,-26.3,59237227,1471,-535,-26.7,7012,93,125,20230602,2023
9,9,-1,OLD,20231348,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,2023-05-04,13426151,0.2,428076,3.3,6857530051,1333,-269,-16.8,691681,121,144,20230602,2023
10,10,1,OLD,20227890,슈퍼 마리오 브라더스,2023-04-26,10211907,0.2,2760552,37.0,22942366499,1146,289,33.7,2330841,99,109,20230602,2023
1,1,0,OLD,20226411,범죄도시3,2023-05-31,4567997674,90.1,-1682071202,-26.9,15924391030,470910,-269934,-36.4,1695088,2262,12629,20230601,2023
2,2,0,OLD,20231496,가디언즈 오브 갤럭시: Volume 3,2023-05-03,128572123,2.5,-33625099,-20.7,41687136801,13100,-7663,-36.9,3949552,623,1338,20230601,2023
3,3,0,OLD,20231592,분노의 질주: 라이드 오어 다이,2023-05-17,106884872,2.1,-34195906,-24.2,17101683632,11060,-7034,-38.9,1635993,669,1573,20230601,2023
4,4,0,OLD,20231839,인어공주,2023-05-24,78961459,1.6,-30884757,-28.1,5157612970,8180,-6241,-43.3,496135,589,1099,20230601,2023
5,5,0,OLD,20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009-12-24,38235132,0.8,-73393731,-65.7,2391751995,4233,-9046,-68.1,355520,446,607,20230601,2023
6,6,0,OLD,20231677,남은 인생 10년,2023-05-24,30796900,0.6,3269000,11.9,743577800,2822,-641,-18.5,69846,99,185,20230601,2023
7,7,2,OLD,20231603,라이드 온,2023-05-31,16528200,0.3,5470301,49.5,47053099,2006,634,46.2,5541,89,122,20230601,2023
8,8,4,OLD,20231348,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,2023-05-04,12998075,0.3,3682158,39.5,6844103900,1602,393,32.5,690348,109,131,20230601,2023
9,9,-2,OLD,20226270,스즈메의 문단속,2023-03-08,15708807,0.3,-8128642,-34.1,56438686242,1560,-1474,-48.6,5503652,110,125,20230601,2023
10,10,1,OLD,20219997,드림팰리스,2023-05-31,7910899,0.2,-1695101,-17.6,26447899,1118,-174,-13.5,3429,75,102,20230601,2023
1,1,10,OLD,20226411,범죄도시3,2023-05-31,6250068876,89.9,6235572876,43015.8,11356393356,740844,739754,67867.3,1224178,2352,12719,20230531,2023
2,2,0,OLD,20231496,가디언즈 오브 갤럭시: Volume 3,2023-05-03,162197222,2.3,-75438425,-31.7,41558564678,20763,-3200,-13.4,3936452,642,1296,20230531,2023
3,3,-2,OLD,20231592,분노의 질주: 라이드 오어 다이,2023-05-17,141080778,2.0,-187004594,-57.0,16994798760,18094,-15117,-45.5,1624933,664,1552,20230531,2023
4,4,-1,OLD,20231839,인어공주,2023-05-24,109846216,1.6,-68846434,-38.5,5078651511,14421,-3194,-18.1,487955,590,1119,20230531,2023
5,5,0,NEW,20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009-12-24,111628863,1.6,111628863,100.0,2353516863,13279,13279,100.0,351287,518,793,20230531,2023
6,6,-2,OLD,20231677,남은 인생 10년,2023-05-24,27527900,0.4,-15932800,-36.7,712780900,3463,-548,-13.7,67024,99,182,20230531,2023
7,7,1,OLD,20226270,스즈메의 문단속,2023-03-08,23837449,0.3,5844482,32.5,56422977435,3034,1180,63.6,5502092,115,126,20230531,2023
8,8,1,OLD,20230943,스트리머,2023-05-10,8245000,0.1,-867000,-9.5,197679600,1645,-160,-8.9,21966,26,31,20230531,2023
9,9,4,OLD,20231603,라이드 온,2023-05-31,11057899,0.2,2021899,22.4,30524899,1372,368,36.7,3535,100,133,20230531,2023
10,10,0,OLD,20198482,드림,2023-04-26,9223000,0.1,935405,11.3,10779941417,1371,229,20.1,1121631,15,18,20230531,2023
1,1,1,OLD,20231592,분노의 질주: 라이드 오어 다이,2023-05-17,328085372,33.1,-978784625,-74.9,16853717982,33211,-92654,-73.6,1606839,1291,4352,20230530,2023
2,2,2,OLD,20231496,가디언즈 오브 갤럭시: Volume 3,2023-05-03,237635647,24.0,-879418006,-78.7,41396367456,23963,-84963,-78.0,3915689,1164,3390,20230530,2023
3,3,0,OLD,20231839,인어공주,2023-05-24,178692650,18.0,-973405187,-84.5,4968805295,17615,-94030,-84.2,473534,1091,3059,20230530,2023
4,4,4,OLD,20231677,남은 인생 10년,2023-05-24,43460700,4.4,-117734600,-73.0,685253000,4011,-10533,-72.4,63561,154,359,20230530,2023
5,5,1,OLD,20231348,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,2023-05-04,25889979,2.6,-234540518,-90.1,6821789908,2619,-23448,-90.0,687537,296,360,20230530,2023
6,6,-1,OLD,20227890,슈퍼 마리오 브라더스,2023-04-26,20017503,2.0,-434252721,-95.6,22916037117,2175,-44310,-95.3,2327734,293,376,20230530,2023
7,7,0,OLD,19960041,아기공룡 둘리-얼음별 대모험,1996-07-24,18692517,1.9,-206777620,-91.7,698501401,2045,-20780,-91.0,72468,306,393,20230530,2023
8,8,1,OLD,20226270,스즈메의 문단속,2023-03-08,17992967,1.8,-102532496,-85.1,56399139986,1854,-10436,-84.9,5499058,256,324,20230530,2023
9,9,68,OLD,20230943,스트리머,2023-05-10,9112000,0.9,9041000,12733.8,189434600,1805,1797,22462.5,20321,26,33,20230530,2023
10,10,10,OLD,20198482,드림,2023-04-26,8287595,0.8,4401418,113.3,10770718417,1142,722,171.9,1120260,49,58,20230530,2023
1,1,1,OLD,20226411,범죄도시3,2023-05-31,1740381937,26.0,12409445,0.7,5091828480,165380,2682,1.6,482244,471,891,20230529,2023
2,2,-1,OLD,20231592,분노의 질주: 라이드 오어 다이,2023-05-17,1306869997,19.5,-591061422,-31.1,16525632610,125865,-53621,-29.9,1573628,1489,4485,20230529,2023
3,3,1,OLD,20231839,인어공주,2023-05-24,1152097837,17.2,-105434375,-8.4,4790112645,111645,-7387,-6.2,455919,1344,3965,20230529,2023
4,4,-1,OLD,20231496,가디언즈 오브 갤럭시: Volume 3,2023-05-03,1117053653,16.7,-294407284,-20.9,41158731809,108926,-26504,-19.6,3891726,1245,3426,20230529,2023
5,5,0,OLD,20227890,슈퍼 마리오 브라더스,2023-04-26,454270224,6.8,66067668,17.0,22896019614,46485,7613,19.6,2325559,643,983,20230529,2023
6,6,0,OLD,20231348,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,2023-05-04,260430497,3.9,47812782,22.5,6795899929,26067,5080,24.2,684918,460,642,20230529,2023
7,7,0,OLD,19960041,아기공룡 둘리-얼음별 대모험,1996-07-24,225470137,3.4,51551452,29.6,679808884,22825,4434,24.1,70423,473,635,20230529,2023
8,8,0,OLD,20231677,남은 인생 10년,2023-05-24,161195300,2.4,15750200,10.8,641792300,14544,1485,11.4,59550,196,373,20230529,2023
