buzz_id,movie_id,buzz_date,search_buzz_vol
96,20197654,2023-03-06,18.33283
97,20197654,2023-03-07,24.40666
98,20197654,2023-03-08,33.6367
99,20197654,2023-03-09,30.27197
100,20197654,2023-03-10,32.53574
101,20197654,2023-03-11,29.65168
102,20197654,2023-03-12,30.13412
103,20197654,2023-03-13,32.98284
104,20197654,2023-03-14,42.36838
105,20197654,2023-03-15,100.0
106,20227626,2023-09-27,12.30057
107,20227626,2023-09-28,9.98705
108,20227626,2023-09-29,9.68694
109,20227626,2023-09-30,11.47113
110,20227626,2023-10-01,8.25974
111,20227626,2023-10-02,9.37363
112,20227626,2023-10-03,16.28039
113,20227626,2023-10-04,11.96995
114,20227626,2023-10-05,13.63542
115,20227626,2023-10-06,35.52318
116,20227626,2023-10-07,61.34128
117,20227626,2023-10-08,60.47144
118,20227626,2023-10-09,62.5574
119,20227626,2023-10-10,59.91161
120,20227626,2023-10-11,100.0
121,20225824,2023-08-30,26.76033
122,20225824,2023-08-31,49.78099
123,20225824,2023-09-01,49.17768
124,20225824,2023-09-02,38.55785
125,20225824,2023-09-03,35.63636
126,20225824,2023-09-04,39.01652
127,20225824,2023-09-05,31.65702
128,20225824,2023-09-06,31.28512
129,20225824,2023-09-07,41.46694
130,20225824,2023-09-08,75.53305
131,20225824,2023-09-09,38.00826
132,20225824,2023-09-10,36.15289
133,20225824,2023-09-11,43.9876
134,20225824,2023-09-12,91.28512
135,20225824,2023-09-13,100.0
136,20224667,2023-08-23,15.14506
137,20224667,2023-08-24,12.85261
138,20224667,2023-08-25,9.10955
139,20224667,2023-08-26,11.42064
140,20224667,2023-08-27,10.64836
141,20224667,2023-08-28,13.41407
142,20224667,2023-08-29,20.97835
143,20224667,2023-08-30,16.76705
144,20224667,2023-08-31,13.88876
145,20224667,2023-09-01,16.9499
146,20224667,2023-09-02,22.46124
147,20224667,2023-09-03,30.08432
148,20224667,2023-09-04,32.6765
149,20224667,2023-09-05,38.54924
150,20224667,2023-09-06,100.0
151,20224517,2023-10-11,6.61111
152,20224517,2023-10-12,6.33781
153,20224517,2023-10-13,6.37198
154,20224517,2023-10-14,6.82945
155,20224517,2023-10-15,7.72658
156,20224517,2023-10-16,10.76552
157,20224517,2023-10-17,10.94376
158,20224517,2023-10-18,26.81282
159,20224517,2023-10-19,45.52773
160,20224517,2023-10-20,19.08029
161,20224517,2023-10-21,35.95193
162,20224517,2023-10-22,58.02216
163,20224517,2023-10-23,36.85351
164,20224517,2023-10-24,35.94153
165,20224517,2023-10-25,100.0
166,20202247,2023-11-15,9.25469
167,20202247,2023-11-16,9.98302
168,20202247,2023-11-17,9.38299
169,20202247,2023-11-18,6.47202
170,20202247,2023-11-19,6.36407
171,20202247,2023-11-20,8.84789
172,20202247,2023-11-21,14.02989
173,20202247,2023-11-22,17.1427
174,20202247,2023-11-23,17.11766
175,20202247,2023-11-24,14.43748
176,20202247,2023-11-25,18.02123
177,20202247,2023-11-26,28.39697
178,20202247,2023-11-27,35.23042
179,20202247,2023-11-28,39.86012
180,20202247,2023-11-29,100.0
181,20212866,2023-11-08,12.27552
182,20212866,2023-11-09,15.92629
183,20212866,2023-11-10,19.45793
184,20212866,2023-11-11,13.18943
185,20212866,2023-11-12,10.50672
186,20212866,2023-11-13,12.8705
187,20212866,2023-11-14,15.03448
188,20212866,2023-11-15,16.72858
189,20212866,2023-11-16,17.92539
190,20212866,2023-11-17,24.5652
191,20212866,2023-11-18,26.92102
192,20212866,2023-11-19,25.36396
193,20212866,2023-11-20,27.0512
194,20212866,2023-11-21,33.32655
195,20212866,2023-11-22,100.0
196,20234673,2023-11-29,6.41064
197,20234673,2023-11-30,7.17266
198,20234673,2023-12-01,8.76322
199,20234673,2023-12-02,9.88811
200,20234673,2023-12-03,11.47868
201,20234673,2023-12-04,15.52464
202,20234673,2023-12-05,20.42334
203,20234673,2023-12-06,27.64439
204,20234673,2023-12-07,34.00665
205,20234673,2023-12-08,54.4179
206,20234673,2023-12-09,99.96976
207,20234673,2023-12-10,100.0
208,20234673,2023-12-11,51.03114
209,20234673,2023-12-12,42.66102
210,20234673,2023-12-13,93.72845
211,20218935,2023-07-19,5.96316
212,20218935,2023-07-20,6.89736
213,20218935,2023-07-21,8.28228
214,20218935,2023-07-22,9.92987
215,20218935,2023-07-23,11.02641
216,20218935,2023-07-24,9.63292
217,20218935,2023-07-25,17.51642
218,20218935,2023-07-26,21.71554
219,20218935,2023-07-27,21.11358
220,20218935,2023-07-28,19.17812
221,20218935,2023-07-29,26.29026
222,20218935,2023-07-30,24.6699
223,20218935,2023-07-31,28.76113
224,20218935,2023-08-01,39.41195
225,20218935,2023-08-02,100.0
226,20226500,2023-08-01,2.73148
227,20226500,2023-08-02,2.89982
228,20226500,2023-08-03,2.83684
229,20226500,2023-08-04,2.82595
230,20226500,2023-08-05,4.77934
231,20226500,2023-08-06,7.13117
232,20226500,2023-08-07,6.87504
233,20226500,2023-08-08,5.56531
234,20226500,2023-08-09,5.70881
235,20226500,2023-08-10,9.32254
236,20226500,2023-08-11,12.7637
237,20226500,2023-08-12,13.9269
238,20226500,2023-08-13,16.55545
239,20226500,2023-08-14,32.3867
240,20226500,2023-08-15,100.0
241,20203702,2023-12-06,5.18682
242,20203702,2023-12-07,5.53937
243,20203702,2023-12-08,5.22404
244,20203702,2023-12-09,5.66419
245,20203702,2023-12-10,6.68316
246,20203702,2023-12-11,7.47439
247,20203702,2023-12-12,11.45466
248,20203702,2023-12-13,18.95606
249,20203702,2023-12-14,14.5758
250,20203702,2023-12-15,11.86779
251,20203702,2023-12-16,24.69981
252,20203702,2023-12-17,29.30124
253,20203702,2023-12-18,27.67863
254,20203702,2023-12-19,31.38663
255,20203702,2023-12-20,100.0
256,20223896,2023-09-13,5.4211
257,20223896,2023-09-14,8.35971
258,20223896,2023-09-15,9.61968
259,20223896,2023-09-16,10.08656
260,20223896,2023-09-17,9.7632
261,20223896,2023-09-18,10.94829
262,20223896,2023-09-19,9.61344
263,20223896,2023-09-20,16.69786
264,20223896,2023-09-21,31.12313
265,20223896,2023-09-22,25.81378
266,20223896,2023-09-23,18.14674
267,20223896,2023-09-24,22.10649
268,20223896,2023-09-25,23.41071
269,20223896,2023-09-26,28.60149
270,20223896,2023-09-27,100.0
271,20197122,2023-09-13,10.62305
272,20197122,2023-09-14,6.80742
273,20197122,2023-09-15,5.63819
274,20197122,2023-09-16,6.6406
275,20197122,2023-09-17,5.39787
276,20197122,2023-09-18,5.08039
277,20197122,2023-09-19,9.17161
278,20197122,2023-09-20,11.77244
279,20197122,2023-09-21,9.64415
280,20197122,2023-09-22,9.52142
281,20197122,2023-09-23,9.41854
282,20197122,2023-09-24,12.49412
283,20197122,2023-09-25,14.93621
284,20197122,2023-09-26,21.06237
285,20197122,2023-09-27,100.0
286,20228819,2023-09-19,9.46568
287,20228819,2023-09-20,5.16085
288,20228819,2023-09-21,5.94206
289,20228819,2023-09-22,9.07376
290,20228819,2023-09-23,12.48676
291,20228819,2023-09-24,11.62864
292,20228819,2023-09-25,12.0253
293,20228819,2023-09-26,15.50836
294,20228819,2023-09-27,12.81916
295,20228819,2023-09-28,13.39229
296,20228819,2023-09-29,15.50784
297,20228819,2023-09-30,17.62285
298,20228819,2023-10-01,17.6297
299,20228819,2023-10-02,27.4752
300,20228819,2023-10-03,100.0
301,20204264,2023-07-26,8.95278
302,20204264,2023-07-27,8.92059
303,20204264,2023-07-28,9.8398
304,20204264,2023-07-29,11.5226
305,20204264,2023-07-30,11.99172
306,20204264,2023-07-31,22.37511
307,20204264,2023-08-01,26.60812
308,20204264,2023-08-02,29.0072
309,20204264,2023-08-03,28.82498
310,20204264,2023-08-04,23.08131
311,20204264,2023-08-05,22.91281
312,20204264,2023-08-06,26.59273
313,20204264,2023-08-07,26.53367
314,20204264,2023-08-08,31.04211
315,20204264,2023-08-09,100.0
316,20198482,2023-04-12,6.58324
317,20198482,2023-04-13,9.49953
318,20198482,2023-04-14,8.10803
319,20198482,2023-04-15,7.60261
320,20198482,2023-04-16,7.75936
321,20198482,2023-04-17,11.46363
322,20198482,2023-04-18,15.79382
323,20198482,2023-04-19,14.32927
324,20198482,2023-04-20,14.164
325,20198482,2023-04-21,17.61077
326,20198482,2023-04-22,24.77834
327,20198482,2023-04-23,24.45206
328,20198482,2023-04-24,31.0593
329,20198482,2023-04-25,41.97006
330,20198482,2023-04-26,100.0
331,20223565,2023-01-25,4.46956
332,20223565,2023-01-26,4.43153
333,20223565,2023-01-27,4.72527
334,20223565,2023-01-28,4.34911
335,20223565,2023-01-29,4.82037
336,20223565,2023-01-30,7.21893
337,20223565,2023-01-31,11.54057
338,20223565,2023-02-01,15.58537
339,20223565,2023-02-02,28.24175
340,20223565,2023-02-03,30.40786
341,20223565,2023-02-04,42.71766
342,20223565,2023-02-05,35.29163
343,20223565,2023-02-06,40.96576
344,20223565,2023-02-07,51.03972
345,20223565,2023-02-08,100.0
346,20231577,2023-06-14,37.57581
347,20231577,2023-06-15,19.4907
348,20231577,2023-06-16,14.08972
349,20231577,2023-06-17,12.47713
350,20231577,2023-06-18,15.2065
351,20231577,2023-06-19,15.6253
352,20231577,2023-06-20,13.10773
353,20231577,2023-06-21,17.95994
354,20231577,2023-06-22,22.22489
355,20231577,2023-06-23,31.56349
356,20231577,2023-06-24,35.9584
357,20231577,2023-06-25,47.4728
358,20231577,2023-06-26,59.44449
359,20231577,2023-06-27,63.88273
360,20231577,2023-06-28,100.0
361,20200622,2023-10-18,5.91692
362,20200622,2023-10-19,6.23098
363,20200622,2023-10-20,9.10111
364,20200622,2023-10-21,12.57428
365,20200622,2023-10-22,14.77159
366,20200622,2023-10-23,17.43018
367,20200622,2023-10-24,31.74051
368,20200622,2023-10-25,46.56881
369,20200622,2023-10-26,26.86062
370,20200622,2023-10-27,31.31195
371,20200622,2023-10-28,18.87506
372,20200622,2023-10-29,23.01778
373,20200622,2023-10-30,31.40464
374,20200622,2023-10-31,39.73479
375,20200622,2023-11-01,100.0
376,20231681,2023-10-11,3.20454
377,20231681,2023-10-12,4.77104
378,20231681,2023-10-13,4.55264
379,20231681,2023-10-14,3.79951
380,20231681,2023-10-15,3.9765
381,20231681,2023-10-16,6.6388
382,20231681,2023-10-17,20.82391
383,20231681,2023-10-18,23.44103
384,20231681,2023-10-19,31.13797
385,20231681,2023-10-20,26.14851
386,20231681,2023-10-21,18.31224
387,20231681,2023-10-22,17.2428
388,20231681,2023-10-23,22.59752
389,20231681,2023-10-24,30.97228
390,20231681,2023-10-25,100.0
391,20192995,2023-08-01,6.61778
392,20192995,2023-08-02,5.84036
393,20192995,2023-08-03,6.16092
394,20192995,2023-08-04,7.57869
395,20192995,2023-08-05,9.15525
396,20192995,2023-08-06,10.65166
397,20192995,2023-08-07,10.71158
398,20192995,2023-08-08,9.77314
399,20192995,2023-08-09,15.53411
400,20192995,2023-08-10,21.95717
401,20192995,2023-08-11,15.66293
402,20192995,2023-08-12,17.39902
403,20192995,2023-08-13,20.46974
404,20192995,2023-08-14,28.51728
405,20192995,2023-08-15,100.0
406,20202026,2023-02-08,21.4371
407,20202026,2023-02-09,20.33963
408,20202026,2023-02-10,16.05044
409,20202026,2023-02-11,16.37459
410,20202026,2023-02-12,14.41088
411,20202026,2023-02-13,11.97366
412,20202026,2023-02-14,14.43079
413,20202026,2023-02-15,14.18077
414,20202026,2023-02-16,16.92997
415,20202026,2023-02-17,18.48987
416,20202026,2023-02-18,19.08839
417,20202026,2023-02-19,21.09082
418,20202026,2023-02-20,28.83504
419,20202026,2023-02-21,40.22347
420,20202026,2023-02-22,100.0
421,20193879,2023-07-19,7.07261
422,20193879,2023-07-20,7.45456
423,20193879,2023-07-21,12.56224
424,20193879,2023-07-22,7.61045
425,20193879,2023-07-23,8.18196
426,20193879,2023-07-24,7.24378
427,20193879,2023-07-25,8.7232
428,20193879,2023-07-26,10.08946
429,20193879,2023-07-27,10.43095
430,20193879,2023-07-28,12.21877
431,20193879,2023-07-29,11.81503
432,20193879,2023-07-30,13.35047
433,20193879,2023-07-31,19.32476
434,20193879,2023-08-01,29.8918
435,20193879,2023-08-02,100.0
436,20227684,2023-02-15,7.7512
437,20227684,2023-02-16,7.82708
438,20227684,2023-02-17,6.16979
439,20227684,2023-02-18,11.87343
440,20227684,2023-02-19,14.65817
441,20227684,2023-02-20,9.3719
442,20227684,2023-02-21,8.50464
443,20227684,2023-02-22,10.35164
444,20227684,2023-02-23,11.48451
445,20227684,2023-02-24,13.71502
446,20227684,2023-02-25,33.86408
447,20227684,2023-02-26,40.56507
448,20227684,2023-02-27,31.51162
449,20227684,2023-02-28,43.52191
450,20227684,2023-03-01,100.0
451,20226411,2023-05-17,8.78861
452,20226411,2023-05-18,8.88888
453,20226411,2023-05-19,9.90072
454,20226411,2023-05-20,10.39058
455,20226411,2023-05-21,11.67723
456,20226411,2023-05-22,16.63158
457,20226411,2023-05-23,20.2944
458,20226411,2023-05-24,23.67987
459,20226411,2023-05-25,26.14049
460,20226411,2023-05-26,29.21472
461,20226411,2023-05-27,60.42611
462,20226411,2023-05-28,82.61734
463,20226411,2023-05-29,72.73765
464,20226411,2023-05-30,55.55212
465,20226411,2023-05-31,100.0
466,20231773,2023-06-21,11.13298
467,20231773,2023-06-22,10.5807
468,20231773,2023-06-23,10.37292
469,20231773,2023-06-24,25.23512
470,20231773,2023-06-25,16.35498
471,20231773,2023-06-26,36.37357
472,20231773,2023-06-27,18.99606
473,20231773,2023-06-28,31.68744
474,20231773,2023-06-29,41.8143
475,20231773,2023-06-30,40.44728
476,20231773,2023-07-01,34.35586
477,20231773,2023-07-02,40.20669
478,20231773,2023-07-03,47.46828
479,20231773,2023-07-04,58.86373
480,20231773,2023-07-05,100.0
481,20233014,2023-08-16,5.97926
482,20233014,2023-08-17,5.78737
483,20233014,2023-08-18,7.00457
484,20233014,2023-08-19,13.2325
485,20233014,2023-08-20,12.45018
486,20233014,2023-08-21,12.42633
487,20233014,2023-08-22,21.90732
488,20233014,2023-08-23,16.01662
489,20233014,2023-08-24,19.78063
490,20233014,2023-08-25,16.3493
491,20233014,2023-08-26,15.40575
492,20233014,2023-08-27,18.2421
493,20233014,2023-08-28,25.15356
494,20233014,2023-08-29,38.00342
495,20233014,2023-08-30,100.0
496,20233235,2023-09-07,4.85209
497,20233235,2023-09-08,4.42644
498,20233235,2023-09-09,4.79307
499,20233235,2023-09-10,14.79951
500,20233235,2023-09-11,9.10863
501,20233235,2023-09-12,6.79972
502,20233235,2023-09-13,7.07336
503,20233235,2023-09-14,8.66866
504,20233235,2023-09-15,8.04986
505,20233235,2023-09-16,17.55374
506,20233235,2023-09-17,16.21955
507,20233235,2023-09-18,17.12808
508,20233235,2023-09-19,21.99806
509,20233235,2023-09-20,34.283
510,20233235,2023-09-21,100.0
511,20211937,2023-06-07,8.04558
512,20211937,2023-06-08,13.22905
513,20211937,2023-06-09,15.19509
514,20211937,2023-06-10,13.79891
515,20211937,2023-06-11,14.31063
516,20211937,2023-06-12,15.16892
517,20211937,2023-06-13,15.22009
518,20211937,2023-06-14,18.49217
519,20211937,2023-06-15,19.75518
520,20211937,2023-06-16,18.34447
521,20211937,2023-06-17,26.62964
522,20211937,2023-06-18,26.0307
523,20211937,2023-06-19,28.62127
524,20211937,2023-06-20,34.2455
525,20211937,2023-06-21,100.0
526,20200154,2023-03-31,11.15162
527,20200154,2023-04-01,16.11117
528,20200154,2023-04-02,20.62727
529,20200154,2023-04-03,10.72432
530,20200154,2023-04-04,11.4118
531,20200154,2023-04-05,9.53167
532,20200154,2023-04-06,8.79292
533,20200154,2023-04-07,11.00254
534,20200154,2023-04-08,15.26131
535,20200154,2023-04-09,15.35247
536,20200154,2023-04-10,20.5627
537,20200154,2023-04-11,31.64406
538,20200154,2023-04-12,28.74221
539,20200154,2023-04-13,37.67946
540,20200154,2023-04-14,100.0
541,20226489,2023-03-22,3.77813
542,20226489,2023-03-23,4.1527
543,20226489,2023-03-24,4.91481
544,20226489,2023-03-25,5.45723
545,20226489,2023-03-26,45.10689
546,20226489,2023-03-27,21.73625
547,20226489,2023-03-28,19.74998
548,20226489,2023-03-29,23.41341
549,20226489,2023-03-30,24.08349
550,20226489,2023-03-31,23.14965
551,20226489,2023-04-01,29.29057
552,20226489,2023-04-02,33.80489
553,20226489,2023-04-03,46.52288
554,20226489,2023-04-04,50.18825
555,20226489,2023-04-05,100.0
556,20214823,2023-01-04,7.92692
557,20214823,2023-01-05,8.4801
558,20214823,2023-01-06,9.31151
559,20214823,2023-01-07,11.08588
560,20214823,2023-01-08,10.25841
561,20214823,2023-01-09,9.70457
562,20214823,2023-01-10,9.5274
563,20214823,2023-01-11,12.39041
564,20214823,2023-01-12,31.01081
565,20214823,2023-01-13,33.8712
566,20214823,2023-01-14,31.88421
567,20214823,2023-01-15,33.1474
568,20214823,2023-01-16,34.51165
569,20214823,2023-01-17,45.56407
570,20214823,2023-01-18,100.0
571,20231523,2023-05-24,17.72491
572,20231523,2023-05-25,15.49971
573,20231523,2023-05-26,19.91175
574,20231523,2023-05-27,18.43468
575,20231523,2023-05-28,20.73661
576,20231523,2023-05-29,23.97851
577,20231523,2023-05-30,25.85843
578,20231523,2023-05-31,36.73508
579,20231523,2023-06-01,41.31977
580,20231523,2023-06-02,47.68847
581,20231523,2023-06-03,56.28237
582,20231523,2023-06-04,62.34413
583,20231523,2023-06-05,76.96144
584,20231523,2023-06-06,82.582
585,20231523,2023-06-07,100.0
586,20225865,2023-04-05,22.11844
587,20225865,2023-04-06,21.28138
588,20225865,2023-04-07,28.98693
589,20225865,2023-04-08,36.64877
590,20225865,2023-04-09,25.33557
591,20225865,2023-04-10,23.69013
592,20225865,2023-04-11,21.64324
593,20225865,2023-04-12,25.32874
594,20225865,2023-04-13,29.61506
595,20225865,2023-04-14,27.8044
596,20225865,2023-04-15,29.58365
597,20225865,2023-04-16,42.89732
598,20225865,2023-04-17,41.66564
599,20225865,2023-04-18,45.7048
600,20225865,2023-04-19,100.0
601,20210544,2023-03-08,8.41312
602,20210544,2023-03-09,9.56143
603,20210544,2023-03-10,6.43641
604,20210544,2023-03-11,16.09875
605,20210544,2023-03-12,4.21868
606,20210544,2023-03-13,5.19513
607,20210544,2023-03-14,19.16913
608,20210544,2023-03-15,17.13381
609,20210544,2023-03-16,21.81472
610,20210544,2023-03-17,23.82184
611,20210544,2023-03-18,26.6124
612,20210544,2023-03-19,30.95138
613,20210544,2023-03-20,38.94678
614,20210544,2023-03-21,41.9092
615,20210544,2023-03-22,100.0
616,20190808,2023-01-04,6.64995
617,20190808,2023-01-05,7.4005
618,20190808,2023-01-06,10.71312
619,20190808,2023-01-07,14.64142
620,20190808,2023-01-08,13.23967
621,20190808,2023-01-09,11.06112
622,20190808,2023-01-10,10.22151
623,20190808,2023-01-11,11.4158
624,20190808,2023-01-12,18.45081
625,20190808,2023-01-13,26.85514
626,20190808,2023-01-14,40.97509
627,20190808,2023-01-15,32.33911
628,20190808,2023-01-16,31.13195
629,20190808,2023-01-17,39.10592
630,20190808,2023-01-18,100.0
631,20231042,2024-07-31,7.91208
632,20231042,2024-08-01,7.60642
633,20231042,2024-08-02,8.63422
634,20231042,2024-08-03,9.51853
635,20231042,2024-08-04,10.21967
636,20231042,2024-08-05,26.93398
637,20231042,2024-08-06,43.0603
638,20231042,2024-08-07,33.64326
639,20231042,2024-08-08,23.01877
640,20231042,2024-08-09,19.08372
641,20231042,2024-08-10,30.00571
642,20231042,2024-08-11,39.21625
643,20231042,2024-08-12,30.04304
644,20231042,2024-08-13,34.44007
645,20231042,2024-08-14,100.0
646,20239670,2024-08-30,7.85947
647,20239670,2024-08-31,6.51732
648,20239670,2024-09-01,8.60799
649,20239670,2024-09-02,8.35264
650,20239670,2024-09-03,7.87856
651,20239670,2024-09-04,10.44164
652,20239670,2024-09-05,9.07679
653,20239670,2024-09-06,9.66991
654,20239670,2024-09-07,13.74783
655,20239670,2024-09-08,14.19586
656,20239670,2024-09-09,15.48797
657,20239670,2024-09-10,16.77661
658,20239670,2024-09-11,19.55158
659,20239670,2024-09-12,28.30376
660,20239670,2024-09-13,100.0
661,20228796,2024-12-10,5.42012
662,20228796,2024-12-11,5.26407
663,20228796,2024-12-12,5.30943
664,20228796,2024-12-13,5.15787
665,20228796,2024-12-14,5.11521
666,20228796,2024-12-15,6.93592
667,20228796,2024-12-16,8.08259
668,20228796,2024-12-17,7.94652
669,20228796,2024-12-18,16.49703
670,20228796,2024-12-19,21.83206
671,20228796,2024-12-20,25.69575
672,20228796,2024-12-21,26.58781
673,20228796,2024-12-22,26.1758
674,20228796,2024-12-23,36.79399
675,20228796,2024-12-24,100.0
676,20233217,2024-10-09,22.17028
677,20233217,2024-10-10,27.51252
678,20233217,2024-10-11,22.91597
679,20233217,2024-10-12,21.48024
680,20233217,2024-10-13,24.78575
681,20233217,2024-10-14,30.5843
682,20233217,2024-10-15,34.86922
683,20233217,2024-10-16,25.84307
684,20233217,2024-10-17,29.19309
685,20233217,2024-10-18,52.52086
686,20233217,2024-10-19,71.05175
687,20233217,2024-10-20,100.0
688,20233217,2024-10-21,76.88369
689,20233217,2024-10-22,90.74012
690,20233217,2024-10-23,92.7212
691,20247017,2024-11-27,11.06122
692,20247017,2024-11-28,27.16424
693,20247017,2024-11-29,18.27687
694,20247017,2024-11-30,16.27433
695,20247017,2024-12-01,35.88032
696,20247017,2024-12-02,40.89553
697,20247017,2024-12-03,40.60903
698,20247017,2024-12-04,29.44738
699,20247017,2024-12-05,44.34828
700,20247017,2024-12-06,37.04699
701,20247017,2024-12-07,44.69976
702,20247017,2024-12-08,31.89591
703,20247017,2024-12-09,40.49679
704,20247017,2024-12-10,68.84839
705,20247017,2024-12-11,100.0
706,20212932,2024-06-19,9.24297
707,20212932,2024-06-20,6.23883
708,20212932,2024-06-21,11.19397
709,20212932,2024-06-22,12.97906
710,20212932,2024-06-23,14.63961
711,20212932,2024-06-24,8.99651
712,20212932,2024-06-25,7.70274
713,20212932,2024-06-26,9.14333
714,20212932,2024-06-27,10.85528
715,20212932,2024-06-28,11.8019
716,20212932,2024-06-29,13.21015
717,20212932,2024-06-30,16.93088
718,20212932,2024-07-01,21.50334
719,20212932,2024-07-02,30.32071
720,20212932,2024-07-03,100.0
721,20208245,2024-06-12,6.16595
722,20208245,2024-06-13,6.06758
723,20208245,2024-06-14,10.05841
724,20208245,2024-06-15,13.79645
725,20208245,2024-06-16,22.42934
726,20208245,2024-06-17,11.08662
727,20208245,2024-06-18,15.42147
728,20208245,2024-06-19,21.31265
729,20208245,2024-06-20,25.32162
730,20208245,2024-06-21,15.19506
731,20208245,2024-06-22,13.70248
732,20208245,2024-06-23,14.46141
733,20208245,2024-06-24,20.69166
734,20208245,2024-06-25,28.81016
735,20208245,2024-06-26,100.0
736,20200142,2024-11-20,4.985
737,20200142,2024-11-21,4.67746
738,20200142,2024-11-22,4.96806
739,20200142,2024-11-23,8.75425
740,20200142,2024-11-24,6.71925
741,20200142,2024-11-25,11.43822
742,20200142,2024-11-26,18.65394
743,20200142,2024-11-27,13.67063
744,20200142,2024-11-28,16.74517
745,20200142,2024-11-29,25.16054
746,20200142,2024-11-30,20.5822
747,20200142,2024-12-01,27.65304
748,20200142,2024-12-02,31.45957
749,20200142,2024-12-03,40.14521
750,20200142,2024-12-04,100.0
751,20204271,2024-07-31,10.24765
752,20204271,2024-08-01,10.84344
753,20204271,2024-08-02,11.37173
754,20204271,2024-08-03,15.2529
755,20204271,2024-08-04,14.57082
756,20204271,2024-08-05,13.11391
757,20204271,2024-08-06,14.13821
758,20204271,2024-08-07,20.97311
759,20204271,2024-08-08,20.90736
760,20204271,2024-08-09,24.59952
761,20204271,2024-08-10,20.27752
762,20204271,2024-08-11,22.12302
763,20204271,2024-08-12,27.16349
764,20204271,2024-08-13,34.1422
765,20204271,2024-08-14,100.0
766,20234045,2024-05-15,6.93196
767,20234045,2024-05-16,6.17861
768,20234045,2024-05-17,6.34087
769,20234045,2024-05-18,12.64987
770,20234045,2024-05-19,10.80417
771,20234045,2024-05-20,11.38077
772,20234045,2024-05-21,9.48639
773,20234045,2024-05-22,10.41822
774,20234045,2024-05-23,14.73374
775,20234045,2024-05-24,21.15111
776,20234045,2024-05-25,21.31685
777,20234045,2024-05-26,23.03448
