movieCd,title,budget,ons,year,platform,platform_mau,platform_beta,holdback_days,digital_fee,digital_fee_billion,fee_ratio
20224517,용감한 시민,8000000000,4.2,2023,Netflix,11560000,0.02,60,55823845.84308392,0.5582384584308392,0.697798073038549
20224517,용감한 시민,8000000000,4.2,2023,Netflix,11560000,0.02,90,14471788.34661714,0.1447178834661714,0.18089735433271426
20224517,용감한 시민,8000000000,4.2,2023,Tving,4110000,0.15,0,700832406.932464,7.00832406932464,8.7604050866558
20224517,용감한 시민,8000000000,4.2,2023,Tving,4110000,0.15,30,212356991.64597964,2.1235699164597963,2.6544623955747455
20224517,용감한 시민,8000000000,4.2,2023,Tving,4110000,0.15,60,64345614.52189855,0.6434561452189855,0.8043201815237319
20224517,용감한 시민,8000000000,4.2,2023,Tving,4110000,0.15,90,19497159.36409172,0.1949715936409172,0.24371449205114654
20224517,용감한 시민,8000000000,4.2,2023,Wavve,2930000,0.13,0,696840191.3640757,6.968401913640757,8.710502392050946
20224517,용감한 시민,8000000000,4.2,2023,Wavve,2930000,0.13,30,206140114.2387432,2.0614011423874317,2.5767514279842896
20224517,용감한 시민,8000000000,4.2,2023,Wavve,2930000,0.13,60,60980619.69585869,0.6098061969585868,0.7622577461982336
20224517,용감한 시민,8000000000,4.2,2023,Wavve,2930000,0.13,90,18039361.199655563,0.18039361199655563,0.22549201499569455
20202247,싱글 인 서울,4500000000,9.4,2023,Netflix,11560000,0.02,0,467237165.6226072,4.672371656226072,10.383048124946825
20202247,싱글 인 서울,4500000000,9.4,2023,Netflix,11560000,0.02,30,141576042.85324192,1.4157604285324192,3.1461342856275984
20202247,싱글 인 서울,4500000000,9.4,2023,Netflix,11560000,0.02,60,42898505.052084364,0.4289850505208436,0.9533001122685415
20202247,싱글 인 서울,4500000000,9.4,2023,Netflix,11560000,0.02,90,12998539.149814684,0.12998539149814684,0.2888564255514374
20202247,싱글 인 서울,4500000000,9.4,2023,Tving,4110000,0.15,0,394218228.899511,3.94218228899511,8.7604050866558
20202247,싱글 인 서울,4500000000,9.4,2023,Tving,4110000,0.15,30,139617234.137901,1.3961723413790101,3.102605203064467
20202247,싱글 인 서울,4500000000,9.4,2023,Tving,4110000,0.15,60,49447160.58091359,0.4944716058091359,1.0988257906869687
20202247,싱글 인 서울,4500000000,9.4,2023,Tving,4110000,0.15,90,17512320.055700928,0.17512320055700928,0.3891626679044651
20202247,싱글 인 서울,4500000000,9.4,2023,Wavve,2930000,0.13,0,391972607.64229256,3.9197260764229256,8.710502392050946
20202247,싱글 인 서울,4500000000,9.4,2023,Wavve,2930000,0.13,30,135529856.4544774,1.355298564544774,3.0117745878772753
20202247,싱글 인 서울,4500000000,9.4,2023,Wavve,2930000,0.13,60,46861289.87700559,0.4686128987700559,1.041361997266791
20202247,싱글 인 서울,4500000000,9.4,2023,Wavve,2930000,0.13,90,16202927.874230774,0.16202927874230774,0.360065063871795
20212866,서울의 봄,23250000000,9.4,2023,Netflix,11560000,0.02,0,2414058689.0501366,24.140586890501364,10.383048124946823
20212866,서울의 봄,23250000000,9.4,2023,Netflix,11560000,0.02,30,731476221.4084164,7.314762214084164,3.1461342856275976
20212866,서울의 봄,23250000000,9.4,2023,Netflix,11560000,0.02,60,221642276.10243583,2.2164227610243583,0.9533001122685412
20212866,서울의 봄,23250000000,9.4,2023,Netflix,11560000,0.02,90,67159118.94070919,0.6715911894070918,0.28885642555143737
20212866,서울의 봄,23250000000,9.4,2023,Tving,4110000,0.15,0,2036794182.6474733,20.367941826474734,8.7604050866558
20212866,서울의 봄,23250000000,9.4,2023,Tving,4110000,0.15,30,721355709.7124885,7.213557097124886,3.102605203064467
20212866,서울의 봄,23250000000,9.4,2023,Tving,4110000,0.15,60,255476996.3347202,2.554769963347202,1.0988257906869687
20212866,서울의 봄,23250000000,9.4,2023,Tving,4110000,0.15,90,90480320.28778814,0.9048032028778814,0.38916266790446513
20212866,서울의 봄,23250000000,9.4,2023,Wavve,2930000,0.13,0,2025191806.151845,20.25191806151845,8.710502392050946
20212866,서울의 봄,23250000000,9.4,2023,Wavve,2930000,0.13,30,700237591.6814666,7.002375916814666,3.0117745878772757
20212866,서울의 봄,23250000000,9.4,2023,Wavve,2930000,0.13,60,242116664.3645289,2.421166643645289,1.041361997266791
20212866,서울의 봄,23250000000,9.4,2023,Wavve,2930000,0.13,90,83715127.35019234,0.8371512735019234,0.360065063871795
20234673,뽀로로 극장판 슈퍼스타 대모험,3800000000,6.8,2023,Netflix,11560000,0.02,0,394555828.7479794,3.945558287479794,10.383048124946827
20234673,뽀로로 극장판 슈퍼스타 대모험,3800000000,6.8,2023,Netflix,11560000,0.02,30,110582367.22271097,1.1058236722271098,2.9100622953344994
20234673,뽀로로 극장판 슈퍼스타 대모험,3800000000,6.8,2023,Netflix,11560000,0.02,60,30992977.54485682,0.3099297754485682,0.8156046722330742
20234673,뽀로로 극장판 슈퍼스타 대모험,3800000000,6.8,2023,Netflix,11560000,0.02,90,8686417.927384742,0.08686417927384742,0.2285899454574932
20234673,뽀로로 극장판 슈퍼스타 대모험,3800000000,6.8,2023,Tving,4110000,0.15,0,332895393.29292035,3.3289539329292035,8.760405086655798
20234673,뽀로로 극장판 슈퍼스타 대모험,3800000000,6.8,2023,Tving,4110000,0.15,30,109052378.81285399,1.09052378812854,2.8697994424435262
20234673,뽀로로 극장판 슈퍼스타 대모험,3800000000,6.8,2023,Tving,4110000,0.15,60,35724199.14587962,0.3572419914587962,0.9401105038389374
20234673,뽀로로 극장판 슈퍼스타 대모험,3800000000,6.8,2023,Tving,4110000,0.15,90,11702802.070962604,0.11702802070962603,0.3079684755516475
20234673,뽀로로 극장판 슈퍼스타 대모험,3800000000,6.8,2023,Wavve,2930000,0.13,0,330999090.8979359,3.3099909089793593,8.710502392050945
20234673,뽀로로 극장판 슈퍼스타 대모험,3800000000,6.8,2023,Wavve,2930000,0.13,30,105859805.47306374,1.0585980547306373,2.785784354554309
20234673,뽀로로 극장판 슈퍼스타 대모험,3800000000,6.8,2023,Wavve,2930000,0.13,60,33855979.43605946,0.3385597943605946,0.8909468272647226
20234673,뽀로로 극장판 슈퍼스타 대모험,3800000000,6.8,2023,Wavve,2930000,0.13,90,10827786.225873437,0.10827786225873437,0.2849417427861431
