holdback,theater_revenue,digital_fee,total_profit,theater_revenue_억,digital_fee_억,total_profit_억
121,1285533346.8123648,3256758.1678039394,1288790104.9801688,12.855333468123648,0.032567581678039394,12.887901049801687
122,1285621214.1349165,3208271.3555034557,1288829485.49042,12.856212141349165,0.03208271355503456,12.888294854904201
123,1285706484.5856316,3160506.417792956,1288866991.0034246,12.857064845856316,0.03160506417792956,12.888669910034247
124,1285789234.913672,3113452.6073599467,1288902687.5210319,12.85789234913672,0.031134526073599466,12.889026875210318
125,1285869539.5999184,3067099.3368985695,1288936638.936817,12.858695395999185,0.030670993368985693,12.889366389368169
126,1285947470.924009,3021436.1767274174,1288968907.1007366,12.859474709240091,0.030214361767274173,12.889689071007366
127,1286023099.0293968,2976452.8524428075,1288999551.8818395,12.860230990293967,0.029764528524428076,12.889995518818395
128,1286096491.9864805,2932139.242607003,1289028631.2290876,12.860964919864804,0.02932139242607003,12.890286312290876
129,1286167715.8538766,2888485.37647084,1289056201.2303474,12.861677158538766,0.0288848537647084,12.890562012303475
130,1286236834.737873,2845481.431730272,1289082316.1696033,12.86236834737873,0.028454814317302717,12.890823161696034
131,1286303910.8501315,2803117.7323163077,1289107028.5824478,12.863039108501315,0.028031177323163077,12.891070285824478
132,1286369004.5636802,2761384.7462178566,1289130389.3098981,12.863690045636801,0.027613847462178567,12.891303893098982
133,1286432174.4672558,2720273.083336984,1289152447.550593,12.864321744672559,0.02720273083336984,12.891524475505928
134,1286493477.4180353,2679773.4933760995,1289173250.9114113,12.864934774180353,0.026797734933760996,12.891732509114114
135,1286552968.5928128,2639876.8637566045,1289192845.4565694,12.865529685928127,0.026398768637566045,12.891928454565694
136,1286610701.5376613,2600574.217568518,1289211275.75523,12.866107015376613,0.02600574217568518,12.8921127575523
137,1286666728.2161279,2561856.711550641,1289228584.9276786,12.866667282161279,0.02561856711550641,12.892285849276785
138,1286721099.0560052,2523715.6341007757,1289244814.690106,12.867210990560052,0.025237156341007757,12.892448146901058
139,1286773862.9947197,2486142.403315588,1289260005.3980353,12.867738629947198,0.024861424033155877,12.892600053980352
140,1286825067.5233777,2449128.565059638,1289274196.0884373,12.868250675233776,0.02449128565059638,12.892741960884374
141,1286874758.7295108,2412665.791063166,1289287424.5205739,12.868747587295108,0.024126657910631663,12.89287424520574
142,1286922981.3385599,2376745.877048193,1289299727.2156081,12.869229813385598,0.02376745877048193,12.892997272156082
143,1286969778.7541273,2341360.7408825275,1289311139.49501,12.869697787541273,0.023413607408825275,12.893111394950099
144,1287015193.0970461,2306502.4207612504,1289321695.5178075,12.870151930970462,0.023065024207612504,12.893216955178074
145,1287059265.2432911,2272163.073415275,1289331428.3167064,12.870592652432912,0.022721630734152752,12.893314283167065
146,1287102034.8607683,2238334.972346578,1289340369.8331149,12.871020348607683,0.022383349723465777,12.893403698331149
147,1287143540.4450207,2205010.506089704,1289348550.9511104,12.871435404450207,0.02205010506089704,12.893485509511104
148,1287183819.3538756,2172182.1764991605,1289356001.5303748,12.871838193538757,0.021721821764991604,12.893560015303748
149,1287222907.8410704,2139842.5970622897,1289362750.4381328,12.872229078410705,0.021398425970622897,12.893627504381328
150,1287260841.0888815,2107984.4912372865,1289368825.580119,12.872608410888814,0.021079844912372865,12.89368825580119
151,1287297653.2397926,2076600.6908159384,1289374253.9306085,12.872976532397926,0.020766006908159385,12.893742539306086
152,1287333377.427225,2045684.1343107496,1289379061.5615358,12.87333377427225,0.020456841343107497,12.893790615615359
153,1287368045.8053582,2015227.8653660747,1289383273.6707242,12.873680458053581,0.020152278653660746,12.89383273670724
154,1287401689.5780728,1985225.0311929132,1289386914.6092658,12.874016895780727,0.01985225031192913,12.893869146092658
155,1287434339.0270355,1955668.8810270017,1289390007.9080625,12.874343390270354,0.019556688810270017,12.893900079080625
156,1287466023.5389543,1926552.7646098607,1289392576.303564,12.874660235389543,0.019265527646098606,12.893925763035641
157,1287496771.6320286,1897870.1306924622,1289394641.762721,12.874967716320286,0.01897870130692462,12.89394641762721
158,1287526610.9816175,1869614.5255611693,1289396225.5071785,12.875266109816174,0.018696145255611692,12.893962255071786
159,1287555568.4451501,1841779.5915856238,1289397348.0367358,12.875555684451502,0.01841779591585624,12.893973480367357
160,1287583670.0862982,1814359.0657882502,1289398029.1520865,12.875836700862981,0.018143590657882503,12.893980291520865
161,1287610941.1984358,1787346.7784350638,1289398287.9768708,12.876109411984357,0.017873467784350637,12.893982879768707
162,1287637406.3274045,1760736.6516474518,1289398142.979052,12.876374063274046,0.01760736651647452,12.893981429790522
163,1287663089.293607,1734522.698034623,1289397611.9916415,12.87663089293607,0.01734522698034623,12.893976119916415
164,1287688013.2134466,1708699.0193464246,1289396712.232793,12.876880132134467,0.017086990193464244,12.89396712232793
165,1287712200.5201335,1683259.805146207,1289395460.3252797,12.877122005201334,0.01683259805146207,12.893954603252798
166,1287735672.9838762,1658199.3315034541,1289393872.3153796,12.877356729838763,0.01658199331503454,12.893938723153797
167,1287758451.7314768,1633511.9597058692,1289391963.6911826,12.877584517314768,0.016335119597058693,12.893919636911827
168,1287780557.2653456,1609192.1349906488,1289389749.4003363,12.877805572653456,0.016091921349906488,12.893897494003363
169,1287802009.4819555,1585234.3852946318,1289387243.8672502,12.878020094819556,0.01585234385294632,12.893872438672503
170,1287822827.689749,1561633.3200230633,1289384461.009772,12.87822827689749,0.015616333200230634,12.893844610097721
171,1287843030.6265187,1538383.62883669,1289381414.2553554,12.878430306265187,0.0153838362883669,12.893814142553554
172,1287862636.4762714,1515480.0804569097,1289378116.5567284,12.878626364762713,0.015154800804569097,12.893781165567283
173,1287881662.8855956,1492917.5214887122,1289374580.4070842,12.878816628855956,0.014929175214887121,12.893745804070843
174,1287900126.9795434,1470690.875261142,1289370817.8548045,12.879001269795435,0.014706908752611419,12.893708178548046
175,1287918045.3770463,1448795.140685029,1289366840.5177314,12.879180453770463,0.01448795140685029,12.893668405177314
176,1287935434.205871,1427225.3911277216,1289362659.596999,12.879354342058711,0.014272253911277217,12.89362659596999
177,1287952309.117138,1405976.7733045695,1289358285.8904424,12.879523091171379,0.014059767733045696,12.893582858904423
178,1287968685.2994058,1385044.50618692,1289353729.8055928,12.879686852994059,0.0138504450618692,12.893537298055929
179,1287984577.4923444,1364423.8799263625,1289349001.3722708,12.879845774923444,0.013644238799263625,12.893490013722708
180,1287999999.9999998,1344110.2547949958,1289344110.2547948,12.879999999999997,0.013441102547949958,12.893441102547948
