movieCd,title,TFS,ONS,cannibalization_coef,gamma,optimal_holdback,max_profit,optimal_theater_revenue,optimal_digital_fee,max_profit_억,holdback_range
20211937,귀공자,8.4,4.2,0.0866585477289124,0.7713988809993032,161.0,58967077355.29143,58885306240.178024,81771115.11340417,589.6707735529143,91-180일
20200154,킬링 로맨스,4.4,5.8,0.337480118972455,0.7713988809993032,235.0,37811247330.44392,37789158474.91708,22088855.52683047,378.11247330443916,181-365일
20226489,리바운드,4.7,9.4,0.3921756988330451,0.7713988809993032,247.0,36023920442.847336,36006700290.68999,17220152.15734681,360.2392044284734,181-365일
20214823,유령,4.7,9.4,0.3921756988330451,0.7713988809993032,247.0,70503958581.00124,70470256283.20757,33702297.79366448,705.0395858100123,181-365일
20231523,그 여름,8.7,6.8,0.0833020546830744,0.7713988809993032,159.0,366777307.97103435,366261609.68539035,515698.28564397467,3.6677730797103436,91-180일
20225865,옥수역귀신,7.2,6.8,0.1794198100866217,0.7713988809993032,205.0,10539083621.68862,10531000436.721825,8083184.966794021,105.3908362168862,181-365일
20210544,웅남이,4.4,5.8,0.337480118972455,0.7713988809993032,235.0,20165998576.236755,20154217853.289112,11780722.947642917,201.65998576236754,181-365일
20190808,교섭,4.7,9.4,0.3921756988330451,0.7713988809993032,247.0,77194115234.67287,77157214908.62141,36900326.05145746,771.9411523467287,181-365일
20231042,빅토리,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,42713210088.8163,42694549276.98841,18660811.82789049,427.132100888163,181-365일
20239670,베테랑2,8.4,4.2,0.0949219001320201,0.8926335113265869,167.0,83773304135.61636,83667125858.23549,106178277.3808815,837.7330413561637,91-180일
20228796,하얼빈,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,154385096706.56494,154317647989.11475,67448717.4502066,1543.8509670656495,181-365일
20233217,더 킬러스,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,1029233978.0437664,1028784319.9274317,449658.1163347106,10.292339780437663,181-365일
20247017,대가족,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,47344762990.013245,47324078716.66185,20684273.351396687,473.4476299001324,181-365일
20212932,탈주,8.4,4.2,0.0949219001320201,0.8926335113265869,167.0,51552802544.99469,51487462066.60645,65340478.38823477,515.5280254499469,91-180일
20208245,핸섬가이즈,4.4,5.8,0.3696606392465291,0.8926335113265869,241.0,24702735217.82603,24689545924.46959,13189293.356441779,247.02735217826032,181-365일
20200142,소방관,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,49403230946.10079,49381647356.51672,21583589.584066108,494.0323094610079,181-365일
20204271,행복의 나라,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,61754038682.625984,61727059195.645905,26979486.98008264,617.5403868262598,181-365일
20234045,설계자,4.9,9.6,0.4176229373766168,0.8926335113265869,252.0,41729488587.857155,41711230434.71708,18258153.140074383,417.29488587857156,181-365일
20249733,사랑의 하츄핑,8.7,6.8,0.091245347662118,0.8926335113265869,165.0,19647589479.338314,19622340582.26112,25248897.077193107,196.47589479338313,91-180일
20190300,보고타: 마지막 기회의 땅,4.9,9.6,0.4176229373766168,0.8926335113265869,252.0,67810418955.26785,67780749456.41523,29669498.852620874,678.1041895526786,181-365일
20233218,6시간 후 너는 죽는다,4.9,9.6,0.4176229373766168,0.8926335113265869,252.0,15648558220.44643,15641711413.018902,6846807.427527894,156.4855822044643,181-365일
20231415,소풍,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,7719254835.328248,7715882399.455738,3372435.87251033,77.19254835328248,181-365일
20233261,청설,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,12865424725.547081,12859803999.092897,5620726.454183883,128.6542472554708,181-365일
20247430,퍼스트레이디,2.7,7.4,0.5306769258261091,0.8926335113265869,257.0,444610123.2248874,444398387.1917862,211736.0331011653,4.446101232248874,181-365일
20247574,아메바 소녀들과 학교괴담: 개교기념일,4.4,5.8,0.3696606392465291,0.8926335113265869,241.0,5041374534.25021,5038682841.728487,2691692.521722812,50.4137453425021,181-365일
20233057,아마존 활명수,4.4,5.8,0.3696606392465291,0.8926335113265869,241.0,20165498137.00084,20154731366.913948,10766770.086891249,201.6549813700084,181-365일
20240925,"안녕, 할부지",2.7,7.4,0.5306769258261091,0.8926335113265869,257.0,444610123.2248874,444398387.1917862,211736.0331011653,4.446101232248874,181-365일
20225184,히든페이스,4.9,9.6,0.4176229373766168,0.8926335113265869,252.0,15648558220.44643,15641711413.018902,6846807.427527894,156.4855822044643,181-365일
20235994,원정빌라,7.2,6.8,0.1965284411184079,0.8926335113265869,211.0,1204426764.8236744,1203582481.9873924,844282.8362821293,12.044267648236744,181-365일
20236319,하와이 연가,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,1029233978.0437664,1028784319.9274317,449658.1163347106,10.292339780437663,181-365일
20224666,파일럿,4.4,5.8,0.3696606392465291,0.8926335113265869,241.0,30248247205.501263,30232097050.370926,16150155.130336873,302.48247205501264,181-365일
20232949,대도시의 사랑법,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,27017391923.648865,27005588398.095078,11803525.553786153,270.17391923648864,181-365일
20226545,한국이 싫어서,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,2058467956.0875328,2057568639.8548634,899316.2326694212,20.584679560875326,181-365일
20203557,그녀가 죽었다,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,20584679560.875328,20575686398.548634,8993162.326694213,205.84679560875327,181-365일
20242794,임영웅│아임 히어로 더 스타디움,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,1286542472.554708,1285980399.9092896,562072.6454183883,12.86542472554708,181-365일
20229365,필사의 추격,4.4,5.8,0.3696606392465291,0.8926335113265869,241.0,30248247205.501263,30232097050.370926,16150155.130336873,302.48247205501264,181-365일
20247074,건국전쟁,2.7,7.4,0.5306769258261091,0.8926335113265869,257.0,1111525308.0622187,1110995967.9794657,529340.0827529132,11.115253080622187,181-365일
20225969,늘봄가든,7.2,6.8,0.1965284411184079,0.8926335113265869,211.0,21077468384.414303,21062693434.779366,14774949.634937264,210.77468384414303,181-365일
20233038,리볼버,4.9,9.6,0.4176229373766168,0.8926335113265869,252.0,41729488587.857155,41711230434.71708,18258153.140074383,417.29488587857156,181-365일
20240479,타로,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,53520166858.275856,53496784636.22645,23382222.049404953,535.2016685827585,181-365일
20191143,원더랜드,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,51461698902.188324,51439215996.37159,22482905.816735532,514.6169890218832,181-365일
20234675,파묘,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,72046378463.06364,72014902394.92021,31476068.143429745,720.4637846306365,181-365일
20235253,외계+인 2부,8.3,8.4,0.1306847287028868,0.8926335113265869,188.0,237096050369.93536,236875508381.9123,220541988.02307567,2370.9605036993535,181-365일
20228797,범죄도시4,4.9,9.6,0.4176229373766168,0.8926335113265869,252.0,79807646924.2768,79772728206.39641,34918717.88039226,798.076469242768,181-365일
20235353,길위에 김대중,2.7,7.4,0.5306769258261091,0.8926335113265869,257.0,1911823529.867016,1910913064.924681,910464.9423350107,19.11823529867016,181-365일
20236230,씬,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,6175403868.262599,6172705919.56459,2697948.6980082635,61.75403868262599,181-365일
20212668,도그데이즈,4.7,9.4,0.429571732903799,0.8926335113265869,253.0,42198593099.79442,42180157117.0247,18435982.769723136,421.9859309979442,181-365일
20206946,시민덕희,8.4,4.2,0.0949219001320201,0.8926335113265869,167.0,41886652067.80818,41833562929.117744,53089138.69044075,418.8665206780818,91-180일
20211477,데드맨,4.9,9.6,0.4176229373766168,0.8926335113265869,252.0,39121395551.116066,39104278532.54725,17117018.568819735,391.21395551116063,181-365일
